SDF assignment March 2019, simulated position coordinate readings
 LZF, 12 Mar 2019
 time/s xMeas/m yMeas/m
00772080 -2866.59 -2581.80
00772140 -2867.28 -2582.39
00772200 -2867.41 -2583.32
00772260 -2867.47 -2583.55
00772320 -2868.04 -2585.25
00772380 -2867.83 -2585.16
00772440 -2869.07 -2586.70
00772500 -2868.54 -2586.72
00772560 -2868.99 -2587.26
00772620 -2869.53 -2588.37
00772680 -2869.28 -2589.19
00772740 -2869.91 -2589.54
00772800 -2868.87 -2591.51
00772860 -2870.78 -2591.46
00772920 -2870.58 -2591.16
00772980 -2871.14 -2592.40
00773040 -2870.49 -2593.28
00773100 -2871.84 -2593.72
00773160 -2871.74 -2595.20
00773220 -2872.68 -2594.96
00773280 -2872.64 -2597.00
00773340 -2872.85 -2597.34
00773400 -2872.16 -2598.62
00773460 -2873.25 -2598.53
00773520 -2873.95 -2599.09
00773580 -2873.70 -2600.74
00773640 -2873.60 -2601.39
00773700 -2874.08 -2601.59
00773760 -2875.35 -2601.85
00773820 -2875.53 -2602.45
00773880 -2875.36 -2603.40
00773940 -2875.50 -2603.79
00774000 -2876.22 -2605.51
00774060 -2875.78 -2605.73
00774120 -2876.17 -2606.77
00774180 -2876.28 -2607.20
00774240 -2876.24 -2607.48
00774300 -2877.22 -2609.01
00774360 -2877.72 -2608.69
00774420 -2877.56 -2610.03
00774480 -2877.45 -2611.39
00774540 -2878.02 -2611.18
00774600 -2878.20 -2612.17
00774660 -2878.83 -2613.33
00774720 -2879.83 -2613.83
00774780 -2879.08 -2614.11
00774840 -2880.32 -2614.72
00774900 -2879.58 -2616.68
00774960 -2880.36 -2616.04
00775020 -2880.61 -2617.54
00775080 -2881.02 -2618.64
00775140 -2881.14 -2618.55
00775200 -2881.89 -2620.35
00775260 -2881.27 -2619.88
00775320 -2882.15 -2620.57
00775380 -2883.31 -2621.62
00775440 -2882.31 -2621.90
00775500 -2882.74 -2623.09
00775560 -2882.86 -2623.90
00775620 -2883.24 -2624.79
00775680 -2883.52 -2625.47
00775740 -2884.18 -2625.52
00775800 -2883.83 -2626.34
00775860 -2884.17 -2627.53
00775920 -2884.21 -2627.64
00775980 -2885.29 -2628.88
00776040 -2884.89 -2629.83
00776100 -2885.15 -2631.11
00776160 -2886.07 -2630.28
00776220 -2886.38 -2631.64
00776280 -2886.04 -2632.47
00776340 -2886.75 -2632.93
00776400 -2887.24 -2633.37
00776460 -2887.27 -2635.09
00776520 -2887.76 -2635.51
00776580 -2886.87 -2636.01
00776640 -2887.79 -2636.22
00776700 -2887.75 -2636.92
00776760 -2889.15 -2638.23
00776820 -2888.29 -2639.31
00776880 -2889.05 -2639.87
00776940 -2888.98 -2640.47
00777000 -2889.05 -2640.82
00777060 -2890.55 -2642.10
00777120 -2889.41 -2641.69
00777180 -2890.32 -2643.23
00777240 -2891.11 -2644.12
00777300 -2891.49 -2645.60
00777360 -2891.92 -2645.96
00777420 -2890.88 -2646.54
00777480 -2891.43 -2647.27
00777540 -2891.82 -2647.12
00777600 -2892.56 -2647.81
00777660 -2892.76 -2649.14
00777720 -2893.86 -2648.96
00777780 -2892.96 -2649.92
00777840 -2893.75 -2650.93
00777900 -2894.19 -2652.23
00777960 -2894.37 -2652.88
00778020 -2894.65 -2653.42
00778080 -2895.02 -2654.40
00778140 -2895.34 -2655.36
00778200 -2894.47 -2656.00
00778260 -2895.06 -2656.54
00778320 -2895.32 -2656.96
00778380 -2896.56 -2657.97
00778440 -2896.62 -2659.10
00778500 -2896.30 -2660.20
00778560 -2897.54 -2659.73
00778620 -2897.85 -2659.90
00778680 -2898.12 -2661.66
00778740 -2898.81 -2663.33
00778800 -2897.74 -2662.14
00778860 -2898.63 -2664.01
00778920 -2898.85 -2663.71
00778980 -2899.14 -2665.91
00779040 -2898.74 -2666.32
00779100 -2899.34 -2666.12
00779160 -2899.84 -2665.82
00779220 -2899.59 -2668.91
00779280 -2899.47 -2668.72
00779340 -2900.52 -2670.12
00779400 -2901.31 -2670.91
00779460 -2901.12 -2670.40
00779520 -2901.97 -2670.80
00779580 -2901.31 -2672.52
00779640 -2902.57 -2673.58
00779700 -2902.10 -2673.72
00779760 -2902.82 -2674.23
00779820 -2903.11 -2675.47
00779880 -2902.70 -2675.98
00779940 -2902.61 -2675.65
00780000 -2903.49 -2677.59
00780060 -2903.67 -2677.88
00780120 -2904.46 -2678.01
00780180 -2904.93 -2680.18
00780240 -2904.72 -2679.75
00780300 -2905.91 -2680.60
00780360 -2905.01 -2681.46
00780420 -2906.14 -2682.60
00780480 -2905.65 -2683.39
00780540 -2905.96 -2683.37
00780600 -2906.15 -2684.41
00780660 -2907.17 -2685.28
00780720 -2906.72 -2685.60
00780780 -2906.47 -2686.11
00780840 -2907.78 -2687.43
00780900 -2907.27 -2688.31
00780960 -2908.54 -2688.72
00781020 -2908.86 -2689.91
00781080 -2908.58 -2691.22
00781140 -2908.71 -2690.60
00781200 -2909.35 -2692.27
00781260 -2910.03 -2693.42
00781320 -2908.76 -2693.37
00781380 -2910.87 -2693.92
00781440 -2909.27 -2694.44
00781500 -2909.64 -2693.94
00781560 -2910.75 -2694.41
00781620 -2909.23 -2693.77
00781680 -2909.60 -2694.74
00781740 -2910.04 -2693.79
00781800 -2909.67 -2693.15
00781860 -2908.76 -2693.55
00781920 -2910.29 -2693.65
00781980 -2909.11 -2694.29
00782040 -2909.53 -2694.18
00782100 -2909.19 -2693.89
00782160 -2910.28 -2694.02
00782220 -2910.64 -2693.71
00782280 -2910.00 -2695.01
00782340 -2909.86 -2694.37
00782400 -2909.32 -2694.87
00782460 -2910.35 -2694.62
00782520 -2909.30 -2693.84
00782580 -2910.06 -2693.77
00782640 -2909.76 -2693.73
00782700 -2910.13 -2694.21
00782760 -2909.85 -2694.45
00782820 -2909.28 -2694.50
00782880 -2910.59 -2694.24
00782940 -2909.67 -2693.89
00783000 -2909.45 -2693.13
00783060 -2909.86 -2693.74
00783120 -2910.16 -2694.70
00783180 -2909.27 -2694.08
00783240 -2909.68 -2694.52
00783300 -2910.03 -2694.55
00783360 -2910.01 -2694.48
00783420 -2909.36 -2693.80
00783480 -2909.93 -2694.11
00783540 -2909.37 -2694.37
00783600 -2909.28 -2694.55
00783660 -2910.17 -2694.04
00783720 -2909.41 -2694.18
00783780 -2908.74 -2694.78
00783840 -2910.33 -2694.28
00783900 -2910.41 -2694.18
00783960 -2909.52 -2693.73
00784020 -2909.52 -2694.16
00784080 -2911.55 -2695.29
00784140 -2910.23 -2694.16
00784200 -2910.03 -2694.44
00784260 -2909.97 -2694.51
00784320 -2909.85 -2695.37
00784380 -2909.83 -2694.96
00784440 -2909.94 -2694.62
00784500 -2910.13 -2694.71
00784560 -2909.91 -2694.44
00784620 -2910.26 -2694.86
00784680 -2909.48 -2695.60
00784740 -2909.82 -2695.40
00784800 -2910.54 -2693.78
00784860 -2909.88 -2694.16
00784920 -2910.40 -2694.01
00784980 -2910.32 -2694.37
00785040 -2909.67 -2694.08
00785100 -2910.24 -2694.72
00785160 -2910.18 -2694.96
00785220 -2908.52 -2694.90
00785280 -2909.81 -2693.89
00785340 -2910.24 -2694.83
00785400 -2910.23 -2694.14
00785460 -2909.63 -2694.43
00785520 -2909.39 -2694.86
00785580 -2909.88 -2694.21
00785640 -2909.83 -2694.66
00785700 -2909.49 -2694.47
00785760 -2909.47 -2695.15
00785820 -2909.73 -2694.45
00785880 -2909.56 -2694.29
00785940 -2909.30 -2695.10
00786000 -2910.43 -2695.53
00786060 -2910.26 -2695.12
00786120 -2909.69 -2694.90
00786180 -2909.23 -2695.23
00786240 -2910.02 -2695.07
00786300 -2910.57 -2695.03
00786360 -2910.63 -2695.20
00786420 -2910.29 -2694.77
00786480 -2910.07 -2694.98
00786540 -2909.77 -2694.59
00786600 -2909.98 -2695.17
00786660 -2909.91 -2694.34
00786720 -2910.07 -2695.54
00786780 -2909.40 -2695.19
00786840 -2909.61 -2695.28
00786900 -2909.61 -2694.80
00786960 -2909.66 -2694.46
00787020 -2908.94 -2695.92
00787080 -2909.99 -2695.01
00787140 -2909.57 -2695.33
00787200 -2910.12 -2695.03
00787260 -2910.24 -2694.54
00787320 -2910.30 -2695.08
00787380 -2910.01 -2694.90
00787440 -2909.73 -2695.27
00787500 -2910.31 -2695.29
00787560 -2910.43 -2695.25
00787620 -2909.86 -2695.72
00787680 -2910.63 -2694.89
00787740 -2909.08 -2695.22
00787800 -2910.72 -2694.87
00787860 -2911.49 -2695.50
00787920 -2912.23 -2695.72
00787980 -2912.76 -2695.05
00788040 -2914.16 -2695.43
00788100 -2913.85 -2696.03
00788160 -2915.41 -2696.44
00788220 -2915.56 -2697.55
00788280 -2916.26 -2696.46
00788340 -2917.95 -2697.76
00788400 -2917.71 -2696.30
00788460 -2918.21 -2697.32
00788520 -2917.99 -2697.43
00788580 -2919.50 -2696.40
00788640 -2920.26 -2697.46
00788700 -2921.26 -2697.34
00788760 -2921.22 -2697.22
00788820 -2923.19 -2697.95
00788880 -2923.27 -2697.43
00788940 -2923.06 -2697.46
00789000 -2924.47 -2698.07
00789060 -2925.65 -2698.66
00789120 -2926.93 -2698.69
00789180 -2926.91 -2698.06
00789240 -2927.02 -2698.80
00789300 -2928.09 -2699.03
00789360 -2929.61 -2699.30
00789420 -2930.01 -2699.07
00789480 -2930.20 -2699.68
00789540 -2931.09 -2698.79
00789600 -2931.80 -2699.88
00789660 -2932.42 -2699.52
00789720 -2933.33 -2700.29
00789780 -2934.63 -2700.44
00789840 -2934.53 -2700.39
00789900 -2935.84 -2700.51
00789960 -2936.97 -2699.75
00790020 -2936.57 -2700.49
00790080 -2937.67 -2701.32
00790140 -2939.18 -2700.84
00790200 -2939.53 -2701.33
00790260 -2939.06 -2700.65
00790320 -2940.84 -2701.43
00790380 -2941.71 -2700.53
00790440 -2941.82 -2701.10
00790500 -2942.37 -2701.62
00790560 -2943.62 -2702.13
00790620 -2943.84 -2701.28
00790680 -2944.86 -2702.49
00790740 -2944.89 -2702.97
00790800 -2945.98 -2702.27
00790860 -2946.22 -2702.25
00790920 -2948.19 -2702.40
00790980 -2948.69 -2702.43
00791040 -2948.41 -2702.65
00791100 -2949.56 -2701.98
00791160 -2950.61 -2703.56
00791220 -2950.49 -2702.84
00791280 -2952.49 -2704.11
00791340 -2951.87 -2703.12
00791400 -2953.41 -2704.16
00791460 -2953.91 -2704.13
00791520 -2954.33 -2703.50
00791580 -2954.12 -2704.02
00791640 -2956.68 -2703.31
00791700 -2956.71 -2703.95
00791760 -2957.49 -2705.03
00791820 -2957.16 -2704.12
00791880 -2958.48 -2704.30
00791940 -2959.93 -2704.86
00792000 -2960.53 -2704.82
00792060 -2960.26 -2704.84
00792120 -2963.10 -2706.04
00792180 -2961.11 -2705.11
00792240 -2962.57 -2705.13
00792300 -2962.91 -2705.98
00792360 -2965.36 -2704.74
00792420 -2964.18 -2705.53
00792480 -2965.38 -2706.79
00792540 -2966.67 -2705.92
00792600 -2967.04 -2706.44
00792660 -2968.00 -2706.61
00792720 -2968.29 -2706.30
00792780 -2969.32 -2705.98
00792840 -2970.64 -2705.82
00792900 -2970.61 -2707.30
00792960 -2971.95 -2708.05
00793020 -2971.75 -2708.10
00793080 -2972.89 -2707.25
00793140 -2974.48 -2707.92
00793200 -2974.90 -2707.62
00793260 -2975.36 -2707.52
00793320 -2976.67 -2708.11
00793380 -2977.16 -2707.47
00793440 -2977.40 -2708.43
00793500 -2977.65 -2708.85
00793560 -2978.79 -2708.16
00793620 -2978.55 -2708.17
00793680 -2979.56 -2708.78
00793740 -2980.22 -2708.16
00793800 -2981.78 -2708.76
00793860 -2981.46 -2710.39
00793920 -2982.13 -2709.01
00793980 -2983.94 -2708.95
00794040 -2984.12 -2709.27
00794100 -2985.75 -2710.28
00794160 -2987.39 -2709.89
00794220 -2986.66 -2710.40
00794280 -2988.21 -2710.07
00794340 -2987.75 -2710.64
00794400 -2988.73 -2711.24
00794460 -2989.07 -2710.19
00794520 -2989.74 -2710.53
00794580 -2990.04 -2711.63
00794640 -2991.94 -2712.08
00794700 -2993.56 -2710.70
00794760 -2991.79 -2710.53
00794820 -2993.10 -2712.07
00794880 -2993.85 -2710.91
00794940 -2995.20 -2711.30
00795000 -2995.51 -2711.88
00795060 -2996.58 -2711.89
00795120 -2996.93 -2712.65
00795180 -2997.52 -2712.13
00795240 -2998.66 -2711.74
00795300 -3000.05 -2713.23
00795360 -3000.35 -2712.74
00795420 -3000.63 -2713.19
00795480 -3001.29 -2713.08
00795540 -3001.88 -2713.33
00795600 -3002.78 -2712.50
00795660 -3004.60 -2713.21
00795720 -3005.27 -2714.00
00795780 -3004.53 -2713.06
00795840 -3005.40 -2713.27
00795900 -3006.93 -2713.54
00795960 -3007.26 -2714.32
00796020 -3008.12 -2714.74
00796080 -3008.63 -2714.79
00796140 -3009.45 -2714.90
00796200 -3009.85 -2714.40
00796260 -3010.53 -2714.29
00796320 -3010.85 -2714.86
00796380 -3011.65 -2713.72
00796440 -3012.50 -2715.47
00796500 -3014.16 -2714.97
00796560 -3015.33 -2715.54
00796620 -3015.91 -2714.24
00796680 -3015.30 -2715.62
00796740 -3016.69 -2714.82
00796800 -3017.03 -2715.18
00796860 -3017.67 -2715.50
00796920 -3017.78 -2715.68
00796980 -3018.15 -2714.12
00797040 -3020.18 -2715.09
00797100 -3020.52 -2714.91
00797160 -3020.97 -2715.46
00797220 -3021.52 -2714.95
00797280 -3021.86 -2715.08
00797340 -3022.76 -2714.11
00797400 -3023.88 -2715.40
00797460 -3023.84 -2714.23
00797520 -3025.58 -2715.04
00797580 -3025.15 -2714.91
00797640 -3026.62 -2713.52
00797700 -3026.56 -2715.27
00797760 -3027.85 -2715.38
00797820 -3028.09 -2714.49
00797880 -3028.57 -2714.23
00797940 -3030.33 -2714.12
00798000 -3029.87 -2714.98
00798060 -3031.04 -2713.86
00798120 -3031.67 -2714.26
00798180 -3031.61 -2713.51
00798240 -3032.19 -2713.04
00798300 -3033.86 -2713.38
00798360 -3035.07 -2713.98
00798420 -3034.86 -2713.50
00798480 -3035.37 -2713.38
00798540 -3036.19 -2713.87
00798600 -3036.36 -2713.33
00798660 -3036.73 -2714.09
00798720 -3037.81 -2714.19
00798780 -3038.84 -2714.46
00798840 -3039.29 -2712.87
00798900 -3039.66 -2713.64
00798960 -3040.83 -2713.10
00799020 -3040.23 -2714.24
00799080 -3041.42 -2713.72
00799140 -3043.34 -2712.81
00799200 -3043.14 -2713.31
00799260 -3043.62 -2713.35
00799320 -3043.44 -2713.17
00799380 -3045.73 -2713.68
00799440 -3045.44 -2712.59
00799500 -3047.11 -2712.70
00799560 -3047.13 -2713.35
00799620 -3047.20 -2713.08
00799680 -3048.25 -2712.26
00799740 -3049.11 -2712.49
00799800 -3050.61 -2712.22
00799860 -3049.61 -2713.14
00799920 -3051.18 -2713.07
00799980 -3051.23 -2712.72
00800040 -3051.95 -2713.85
00800100 -3052.85 -2712.74
00800160 -3053.60 -2713.07
00800220 -3053.73 -2711.91
00800280 -3054.27 -2712.47
00800340 -3055.79 -2711.93
00800400 -3055.07 -2712.14
00800460 -3057.03 -2712.19
00800520 -3056.64 -2712.26
00800580 -3056.33 -2712.46
00800640 -3056.13 -2712.25
00800700 -3055.78 -2711.64
00800760 -3056.14 -2712.14
00800820 -3054.72 -2713.91
00800880 -3054.18 -2713.38
00800940 -3052.97 -2713.93
00801000 -3053.34 -2713.29
00801060 -3053.37 -2715.27
00801120 -3052.18 -2715.26
00801180 -3052.14 -2715.28
00801240 -3051.43 -2716.12
00801300 -3050.55 -2715.70
00801360 -3050.28 -2717.20
00801420 -3049.46 -2717.09
00801480 -3049.24 -2716.79
00801540 -3047.48 -2717.82
00801600 -3047.92 -2718.43
00801660 -3047.09 -2718.10
00801720 -3046.66 -2719.52
00801780 -3046.96 -2718.34
00801840 -3045.49 -2719.18
00801900 -3045.19 -2718.57
00801960 -3044.28 -2719.35
00802020 -3043.93 -2720.31
00802080 -3043.22 -2719.95
00802140 -3043.22 -2720.57
00802200 -3042.83 -2722.62
00802260 -3042.40 -2721.12
00802320 -3040.89 -2720.38
00802380 -3041.07 -2720.02
00802440 -3040.09 -2722.26
00802500 -3040.17 -2722.85
00802560 -3039.51 -2723.46
00802620 -3038.36 -2723.43
00802680 -3037.61 -2724.09
00802740 -3037.16 -2723.18
00802800 -3038.24 -2724.47
00802860 -3037.03 -2724.43
00802920 -3036.41 -2724.83
00802980 -3035.14 -2724.74
00803040 -3035.01 -2726.25
00803100 -3033.94 -2726.16
00803160 -3033.58 -2725.83
00803220 -3033.23 -2726.84
00803280 -3033.09 -2726.61
00803340 -3032.16 -2727.27
00803400 -3032.11 -2726.81
00803460 -3030.02 -2727.54
00803520 -3031.51 -2727.52
00803580 -3030.63 -2728.57
00803640 -3029.81 -2728.92
00803700 -3028.29 -2729.18
00803760 -3028.77 -2730.04
00803820 -3026.63 -2729.95
00803880 -3027.31 -2729.41
00803940 -3026.62 -2731.43
00804000 -3026.43 -2730.99
00804060 -3024.82 -2730.92
00804120 -3024.23 -2731.27
00804180 -3023.96 -2731.76
00804240 -3023.63 -2731.82
00804300 -3023.89 -2732.41
00804360 -3022.92 -2732.51
00804420 -3022.48 -2732.97
00804480 -3022.08 -2732.41
00804540 -3020.57 -2733.11
00804600 -3020.79 -2734.48
00804660 -3020.26 -2734.58
00804720 -3021.09 -2734.95
00804780 -3018.85 -2734.66
00804840 -3018.62 -2734.38
00804900 -3018.61 -2735.36
00804960 -3017.55 -2736.03
00805020 -3017.32 -2736.22
00805080 -3016.09 -2736.90
00805140 -3015.29 -2735.91
00805200 -3015.55 -2737.16
00805260 -3014.31 -2738.22
00805320 -3015.15 -2737.86
00805380 -3014.05 -2737.49
00805440 -3014.00 -2738.60
00805500 -3012.95 -2738.38
00805560 -3012.12 -2739.18
00805620 -3012.13 -2738.08
00805680 -3009.94 -2739.78
00805740 -3011.55 -2740.75
00805800 -3009.91 -2740.09
00805860 -3009.04 -2740.85
00805920 -3009.08 -2741.13
00805980 -3009.04 -2741.45
00806040 -3007.54 -2742.00
00806100 -3007.62 -2742.29
00806160 -3006.72 -2742.05
00806220 -3006.73 -2743.05
00806280 -3006.05 -2743.03
00806340 -3004.10 -2742.37
00806400 -3004.85 -2744.49
00806460 -3004.09 -2743.38
00806520 -3003.47 -2744.84
00806580 -3003.00 -2744.28
00806640 -3002.73 -2745.43
00806700 -3001.33 -2745.49
00806760 -3001.19 -2745.62
00806820 -3000.65 -2746.76
00806880 -3000.10 -2745.42
00806940 -2999.06 -2746.28
00807000 -2998.62 -2746.64
00807060 -2998.49 -2747.47
00807120 -2998.96 -2747.02
00807180 -2997.97 -2748.00
00807240 -2997.01 -2747.79
00807300 -2996.84 -2748.37
00807360 -2995.10 -2749.00
00807420 -2994.93 -2750.43
00807480 -2995.07 -2749.71
00807540 -2994.46 -2749.61
00807600 -2994.39 -2749.66
00807660 -2993.45 -2750.20
00807720 -2992.29 -2750.93
00807780 -2992.16 -2752.14
00807840 -2992.03 -2751.31
00807900 -2991.54 -2751.68
00807960 -2991.03 -2752.91
00808020 -2989.78 -2752.79
00808080 -2989.80 -2752.49
00808140 -2988.74 -2753.31
00808200 -2987.69 -2753.80
00808260 -2988.78 -2753.52
00808320 -2988.06 -2754.46
00808380 -2986.69 -2754.86
00808440 -2986.50 -2754.81
00808500 -2985.47 -2755.54
00808560 -2985.98 -2755.29
00808620 -2983.93 -2755.73
00808680 -2983.88 -2756.74
00808740 -2983.75 -2756.94
00808800 -2982.14 -2755.88
00808860 -2981.71 -2757.00
00808920 -2982.28 -2758.09
00808980 -2981.94 -2758.07
00809040 -2980.40 -2757.75
00809100 -2980.48 -2758.69
00809160 -2979.35 -2759.03
00809220 -2979.05 -2759.49
00809280 -2979.16 -2759.04
00809340 -2977.91 -2759.47
00809400 -2977.05 -2760.12
00809460 -2976.67 -2759.66
00809520 -2976.40 -2760.41
00809580 -2975.55 -2761.16
00809640 -2976.21 -2760.84
00809700 -2975.08 -2761.06
00809760 -2974.22 -2762.48
00809820 -2973.30 -2761.78
00809880 -2972.99 -2762.68
00809940 -2973.43 -2762.78
00810000 -2972.47 -2763.40
00810060 -2972.21 -2763.30
00810120 -2971.49 -2764.30
00810180 -2969.24 -2763.76
00810240 -2969.12 -2764.36
00810300 -2970.33 -2765.34
00810360 -2969.78 -2764.42
00810420 -2968.83 -2765.73
00810480 -2968.39 -2766.26
00810540 -2967.03 -2766.56
00810600 -2967.00 -2766.82
00810660 -2965.72 -2765.98
00810720 -2965.80 -2767.40
00810780 -2964.99 -2767.37
00810840 -2964.18 -2767.97
00810900 -2964.84 -2767.05
00810960 -2964.77 -2769.74
00811020 -2964.52 -2769.66
00811080 -2965.67 -2771.06
00811140 -2965.65 -2773.28
00811200 -2965.33 -2773.71
00811260 -2966.35 -2775.09
00811320 -2966.75 -2775.95
00811380 -2967.86 -2776.84
00811440 -2967.56 -2777.94
00811500 -2968.05 -2778.54
00811560 -2969.69 -2781.23
00811620 -2968.81 -2781.64
00811680 -2968.72 -2783.58
00811740 -2969.89 -2783.63
00811800 -2971.08 -2785.92
00811860 -2970.21 -2786.67
00811920 -2971.77 -2788.01
00811980 -2972.03 -2788.82
00812040 -2972.32 -2790.07
00812100 -2972.39 -2791.62
00812160 -2973.18 -2792.54
00812220 -2973.51 -2793.40
00812280 -2973.46 -2794.73
00812340 -2972.85 -2795.41
00812400 -2974.28 -2796.62
00812460 -2974.39 -2798.30
00812520 -2974.84 -2798.81
00812580 -2975.14 -2801.23
00812640 -2975.45 -2802.43
00812700 -2975.97 -2803.00
00812760 -2975.90 -2804.01
00812820 -2975.70 -2805.68
00812880 -2977.84 -2807.09
00812940 -2977.68 -2807.71
00813000 -2978.59 -2808.90
00813060 -2978.15 -2809.58
00813120 -2978.18 -2810.32
00813180 -2979.31 -2812.13
00813240 -2979.70 -2812.59
00813300 -2980.76 -2814.50
00813360 -2980.89 -2815.67
00813420 -2980.70 -2816.85
00813480 -2980.50 -2818.13
00813540 -2981.40 -2819.80
00813600 -2981.64 -2819.93
00813660 -2982.63 -2820.77
00813720 -2983.04 -2823.60
00813780 -2983.30 -2823.87
00813840 -2983.69 -2824.35
00813900 -2984.13 -2826.15
00813960 -2984.00 -2827.33
00814020 -2985.19 -2828.86
00814080 -2985.56 -2829.03
00814140 -2986.53 -2830.82
00814200 -2986.64 -2831.77
00814260 -2985.98 -2832.74
00814320 -2986.11 -2834.48
00814380 -2987.05 -2834.10
00814440 -2987.60 -2836.99
00814500 -2987.81 -2838.16
00814560 -2987.79 -2838.88
00814620 -2987.85 -2839.66
00814680 -2989.30 -2840.79
00814740 -2989.71 -2841.68
00814800 -2990.87 -2844.10
00814860 -2990.74 -2844.23
00814920 -2991.89 -2846.46
00814980 -2991.39 -2846.03
00815040 -2991.35 -2848.81
00815100 -2991.36 -2849.52
00815160 -2992.18 -2850.44
00815220 -2992.88 -2851.41
00815280 -2993.89 -2853.13
00815340 -2993.23 -2854.78
00815400 -2994.77 -2855.81
00815460 -2994.90 -2857.02
00815520 -2994.89 -2858.14
00815580 -2995.58 -2858.91
00815640 -2996.32 -2859.84
00815700 -2996.59 -2860.85
00815760 -2997.67 -2862.37
00815820 -2996.79 -2864.09
00815880 -2997.61 -2864.03
00815940 -2997.70 -2865.89
00816000 -2999.52 -2867.23
00816060 -2998.94 -2867.08
00816120 -2999.09 -2869.94
00816180 -2999.56 -2870.99
00816240 -3000.25 -2871.54
00816300 -3001.09 -2872.72
00816360 -2999.71 -2873.30
00816420 -3001.17 -2875.51
00816480 -3001.72 -2876.72
00816540 -3001.45 -2877.51
00816600 -3001.90 -2876.10
00816660 -3001.75 -2873.79
00816720 -3002.02 -2871.92
00816780 -3002.77 -2870.64
00816840 -3003.63 -2868.52
00816900 -3003.76 -2866.53
00816960 -3003.12 -2865.36
00817020 -3003.72 -2863.71
00817080 -3002.96 -2862.08
00817140 -3004.44 -2859.35
00817200 -3004.34 -2857.74
00817260 -3004.48 -2856.27
00817320 -3004.48 -2854.45
00817380 -3004.94 -2852.17
00817440 -3005.03 -2852.37
00817500 -3005.62 -2850.06
00817560 -3005.78 -2846.21
00817620 -3005.49 -2845.97
00817680 -3006.12 -2844.41
00817740 -3006.68 -2843.71
00817800 -3006.58 -2840.58
00817860 -3005.64 -2839.41
00817920 -3007.01 -2837.93
00817980 -3006.92 -2836.00
00818040 -3007.52 -2833.76
00818100 -3007.42 -2831.77
00818160 -3006.57 -2830.13
00818220 -3008.32 -2828.05
00818280 -3008.71 -2827.55
00818340 -3008.18 -2825.00
00818400 -3008.83 -2823.38
00818460 -3009.07 -2821.63
00818520 -3009.38 -2820.13
00818580 -3009.55 -2816.72
00818640 -3009.40 -2816.89
00818700 -3009.69 -2813.97
00818760 -3010.37 -2812.52
00818820 -3010.11 -2810.34
00818880 -3009.78 -2809.99
00818940 -3010.47 -2807.06
00819000 -3011.35 -2805.35
00819060 -3011.36 -2803.84
00819120 -3011.63 -2801.74
00819180 -3011.06 -2801.60
00819240 -3011.01 -2798.35
00819300 -3010.71 -2796.61
00819360 -3011.63 -2796.64
00819420 -3011.40 -2795.96
00819480 -3012.67 -2794.80
00819540 -3011.39 -2793.44
00819600 -3012.82 -2793.84
00819660 -3011.83 -2792.30
00819720 -3012.45 -2792.52
00819780 -3012.02 -2791.34
00819840 -3012.90 -2789.89
00819900 -3013.29 -2790.66
00819960 -3012.39 -2789.74
00820020 -3012.44 -2789.07
00820080 -3012.90 -2788.76
00820140 -3012.99 -2787.28
00820200 -3014.16 -2787.16
00820260 -3012.34 -2785.84
00820320 -3012.58 -2786.29
00820380 -3011.85 -2786.19
00820440 -3011.13 -2787.55
00820500 -3010.43 -2785.65
00820560 -3010.71 -2786.01
00820620 -3009.67 -2785.97
00820680 -3008.97 -2784.94
00820740 -3009.09 -2785.47
00820800 -3009.09 -2784.14
00820860 -3008.28 -2785.22
00820920 -3007.43 -2784.62
00820980 -3006.04 -2784.74
00821040 -3007.29 -2783.81
00821100 -3006.50 -2784.55
00821160 -3005.61 -2783.78
00821220 -3005.06 -2783.99
00821280 -3005.01 -2784.20
00821340 -3004.13 -2784.42
00821400 -3004.31 -2783.22
00821460 -3003.17 -2783.35
00821520 -3003.16 -2783.09
00821580 -3001.67 -2782.76
00821640 -3001.81 -2782.64
00821700 -3002.52 -2782.84
00821760 -3001.10 -2782.93
00821820 -3001.20 -2782.98
00821880 -3001.36 -2782.66
00821940 -3000.60 -2782.16
00822000 -2999.02 -2781.47
00822060 -2998.93 -2782.07
00822120 -2998.08 -2782.27
00822180 -2997.72 -2780.79
00822240 -2997.57 -2780.70
00822300 -2998.09 -2781.31
00822360 -2996.32 -2780.48
00822420 -2996.65 -2779.94
00822480 -2995.97 -2781.14
00822540 -2995.34 -2779.20
00822600 -2995.30 -2780.13
00822660 -2994.77 -2780.55
00822720 -2994.14 -2779.68
00822780 -2994.60 -2779.53
00822840 -2993.14 -2779.74
00822900 -2993.97 -2779.28
00822960 -2992.64 -2778.63
00823020 -2992.09 -2779.22
00823080 -2991.41 -2779.86
00823140 -2991.11 -2779.78
00823200 -2991.25 -2780.92
00823260 -2991.39 -2780.34
00823320 -2990.07 -2782.01
00823380 -2990.23 -2782.69
00823440 -2989.71 -2783.20
00823500 -2989.30 -2784.46
00823560 -2988.83 -2784.73
00823620 -2989.39 -2785.30
00823680 -2988.06 -2785.41
00823740 -2988.30 -2786.64
00823800 -2987.06 -2787.64
00823860 -2988.07 -2787.04
00823920 -2987.16 -2787.50
00823980 -2986.75 -2789.23
00824040 -2986.95 -2788.76
00824100 -2985.74 -2789.08
00824160 -2986.71 -2790.39
00824220 -2984.52 -2791.65
00824280 -2985.19 -2791.21
