SDF assignment March 2019, simulated position coordinate readings
 LZF, 12 Mar 2019
01530840 -4203.99 -6232.98 7518.93 -2.164135
01530900 -4203.83 -6233.93 7519.28 -2.163966
01530960 -4203.71 -6233.46 7519.42 -2.163945
01531020 -4202.69 -6234.18 7519.86 -2.163865
01531080 -4203.09 -6234.46 7519.37 -2.164050
01531140 -4202.46 -6234.32 7518.46 -2.163976
01531200 -4202.44 -6234.30 7520.72 -2.164033
01531260 -4203.30 -6234.29 7518.31 -2.163875
01531320 -4202.24 -6233.99 7520.77 -2.163706
01531380 -4202.54 -6234.18 7517.66 -2.163788
01531440 -4201.43 -6235.57 7519.36 -2.163628
01531500 -4201.13 -6236.33 7516.61 -2.163873
01531560 -4201.69 -6235.29 7518.88 -2.163830
01531620 -4200.84 -6235.84 7518.37 -2.163878
01531680 -4201.20 -6235.38 7520.34 -2.163752
01531740 -4199.49 -6235.46 7522.75 -2.163576
01531800 -4200.90 -6235.65 7518.35 -2.163697
01531860 -4201.64 -6236.48 7519.87 -2.163541
01531920 -4200.22 -6236.56 7519.38 -2.163490
01531980 -4200.44 -6236.85 7520.77 -2.163605
01532040 -4200.60 -6238.02 7521.03 -2.163576
01532100 -4200.12 -6237.61 7518.81 -2.163458
01532160 -4200.62 -6237.16 7519.90 -2.163407
01532220 -4199.98 -6237.51 7520.08 -2.163279
01532280 -4199.83 -6237.99 7520.79 -2.163240
01532340 -4200.40 -6237.46 7520.36 -2.163027
01532400 -4199.13 -6238.04 7521.37 -2.163273
01532460 -4200.16 -6238.97 7522.87 -2.163151
01532520 -4199.55 -6238.97 7519.96 -2.163434
01532580 -4199.10 -6239.26 7521.56 -2.163283
01532640 -4198.79 -6239.00 7519.05 -2.163164
01532700 -4198.96 -6239.27 7522.07 -2.163267
01532760 -4197.37 -6239.55 7520.64 -2.163118
01532820 -4198.93 -6240.07 7520.04 -2.163089
01532880 -4197.95 -6240.24 7519.98 -2.162982
01532940 -4197.93 -6240.59 7519.41 -2.163101
01533000 -4197.98 -6240.31 7520.08 -2.163086
01533060 -4198.39 -6240.76 7520.89 -2.162929
01533120 -4196.97 -6241.20 7521.66 -2.162929
01533180 -4196.44 -6241.63 7523.37 -2.162885
01533240 -4197.19 -6241.31 7522.35 -2.162798
01533300 -4197.04 -6241.52 7521.12 -2.162868
01533360 -4195.75 -6242.61 7520.44 -2.162731
01533420 -4197.03 -6241.92 7523.30 -2.162755
01533480 -4196.34 -6242.49 7521.88 -2.162727
01533540 -4195.76 -6242.07 7522.77 -2.162758
01533600 -4196.14 -6243.01 7522.01 -2.162620
01533660 -4196.31 -6243.12 7522.98 -2.162523
01533720 -4195.77 -6242.57 7520.98 -2.162373
01533780 -4196.31 -6242.99 7521.49 -2.162563
01533840 -4195.45 -6243.55 7522.35 -2.162439
01533900 -4195.29 -6243.47 7521.53 -2.162349
01533960 -4196.32 -6244.47 7524.48 -2.162451
01534020 -4195.05 -6244.03 7520.31 -2.162416
01534080 -4194.42 -6244.44 7524.86 -2.162257
01534140 -4194.82 -6244.30 7522.67 -2.162393
01534200 -4194.16 -6244.77 7523.91 -2.162281
01534260 -4195.22 -6244.29 7523.32 -2.162345
01534320 -4194.38 -6245.15 7524.10 -2.162288
01534380 -4193.77 -6245.02 7521.55 -2.162227
01534440 -4194.61 -6244.53 7523.77 -2.162299
01534500 -4193.05 -6245.07 7523.12 -2.162253
01534560 -4193.75 -6245.11 7524.67 -2.162319
01534620 -4194.03 -6245.97 7522.33 -2.162129
01534680 -4194.24 -6245.00 7521.20 -2.162018
01534740 -4193.71 -6246.45 7524.70 -2.162029
01534800 -4193.07 -6245.67 7521.28 -2.161990
01534860 -4192.07 -6246.24 7524.38 -2.161912
01534920 -4193.12 -6246.57 7523.21 -2.161874
01534980 -4192.80 -6246.60 7523.72 -2.161779
01535040 -4192.93 -6246.20 7523.59 -2.161887
01535100 -4191.85 -6246.53 7523.39 -2.161904
01535160 -4191.79 -6246.70 7524.44 -2.161873
01535220 -4192.09 -6246.91 7523.69 -2.161708
01535280 -4191.52 -6248.39 7523.79 -2.161882
01535340 -4192.31 -6248.44 7524.73 -2.161740
01535400 -4191.29 -6248.32 7523.30 -2.161674
01535460 -4190.31 -6248.67 7522.85 -2.161840
01535520 -4191.59 -6247.98 7525.28 -2.161539
01535580 -4191.77 -6248.21 7525.83 -2.161571
01535640 -4191.70 -6248.79 7523.97 -2.161542
01535700 -4192.01 -6250.20 7524.36 -2.161569
01535760 -4191.04 -6249.15 7525.44 -2.161551
01535820 -4191.51 -6250.36 7525.59 -2.161420
01535880 -4189.53 -6249.59 7524.44 -2.161466
01535940 -4190.31 -6250.66 7525.58 -2.161567
01536000 -4189.88 -6250.15 7523.22 -2.161565
01536060 -4190.60 -6250.35 7524.10 -2.161254
01536120 -4190.14 -6250.07 7527.13 -2.161512
01536180 -4189.17 -6250.89 7523.83 -2.161389
01536240 -4190.42 -6250.65 7526.17 -2.161539
01536300 -4189.86 -6250.90 7524.36 -2.161253
01536360 -4188.54 -6251.72 7525.27 -2.161280
01536420 -4189.00 -6251.66 7527.40 -2.161166
01536480 -4189.54 -6251.42 7524.30 -2.161141
01536540 -4189.38 -6252.05 7526.34 -2.161131
01536600 -4189.09 -6252.25 7524.51 -2.161137
01536660 -4188.82 -6252.13 7525.43 -2.161096
01536720 -4188.68 -6252.18 7524.75 -2.160872
01536780 -4189.06 -6252.24 7525.83 -2.160912
01536840 -4188.04 -6252.97 7527.16 -2.160893
01536900 -4188.19 -6253.86 7526.51 -2.161095
01536960 -4188.07 -6253.33 7525.75 -2.161044
01537020 -4187.60 -6253.79 7527.35 -2.160850
01537080 -4187.83 -6253.63 7527.04 -2.160977
01537140 -4187.13 -6253.60 7525.10 -2.160847
01537200 -4187.94 -6253.98 7526.55 -2.160602
01537260 -4187.12 -6253.49 7526.68 -2.160787
01537320 -4186.38 -6254.07 7526.87 -2.160632
01537380 -4187.31 -6255.13 7526.08 -2.160685
01537440 -4187.98 -6253.89 7526.54 -2.160632
01537500 -4186.63 -6256.17 7526.41 -2.160753
01537560 -4185.52 -6255.05 7528.54 -2.160564
01537620 -4186.26 -6255.61 7526.13 -2.160580
01537680 -4186.17 -6255.52 7527.76 -2.160509
01537740 -4185.82 -6255.94 7526.86 -2.160384
01537800 -4185.47 -6256.76 7525.28 -2.160486
01537860 -4185.67 -6255.57 7527.45 -2.160326
01537920 -4185.97 -6256.75 7527.41 -2.160250
01537980 -4186.00 -6256.62 7528.91 -2.160488
01538040 -4185.11 -6256.33 7527.13 -2.160417
01538100 -4185.25 -6256.22 7527.49 -2.160301
01538160 -4184.85 -6256.94 7527.71 -2.160152
01538220 -4184.58 -6257.09 7525.77 -2.160374
01538280 -4184.63 -6257.13 7528.17 -2.160185
01538340 -4185.39 -6257.81 7528.23 -2.160240
01538400 -4184.56 -6257.96 7528.94 -2.160078
01538460 -4184.08 -6257.01 7530.24 -2.160138
01538520 -4182.94 -6258.60 7528.78 -2.159956
01538580 -4184.01 -6258.09 7528.23 -2.160005
01538640 -4183.34 -6258.17 7529.39 -2.159986
01538700 -4183.90 -6259.31 7529.32 -2.160163
01538760 -4183.26 -6259.49 7528.88 -2.160023
01538820 -4183.85 -6259.76 7527.95 -2.159759
01538880 -4183.20 -6259.64 7527.89 -2.159822
01538940 -4182.01 -6259.89 7528.22 -2.159812
01539000 -4183.08 -6260.18 7528.07 -2.159579
01539060 -4182.06 -6260.66 7527.72 -2.159828
01539120 -4182.59 -6260.73 7529.60 -2.159699
01539180 -4181.40 -6259.47 7530.70 -2.159719
01539240 -4182.38 -6259.94 7529.54 -2.159671
01539300 -4182.53 -6260.88 7529.65 -2.159716
01539360 -4181.83 -6260.49 7527.03 -2.159559
01539420 -4181.11 -6261.26 7529.03 -2.159621
01539480 -4181.22 -6261.80 7530.92 -2.159563
01539540 -4180.78 -6262.00 7530.37 -2.159644
01539600 -4180.86 -6262.73 7527.80 -2.159507
01539660 -4180.11 -6263.09 7530.95 -2.159462
01539720 -4180.70 -6262.00 7528.70 -2.159600
01539780 -4181.26 -6262.69 7530.19 -2.159544
01539840 -4181.24 -6263.02 7529.55 -2.159226
01539900 -4179.87 -6262.33 7528.80 -2.159278
01539960 -4180.44 -6262.98 7530.56 -2.159310
01540020 -4179.93 -6262.92 7530.31 -2.159342
01540080 -4180.30 -6263.34 7529.69 -2.159370
01540140 -4179.99 -6263.76 7529.51 -2.159334
01540200 -4178.79 -6262.61 7531.42 -2.159380
01540260 -4180.03 -6263.40 7527.81 -2.159233
01540320 -4179.66 -6264.15 7530.74 -2.159122
01540380 -4178.24 -6264.08 7531.09 -2.159220
01540440 -4178.68 -6264.53 7530.98 -2.159019
01540500 -4179.83 -6264.50 7529.21 -2.159006
01540560 -4178.69 -6265.16 7530.20 -2.158905
01540620 -4179.33 -6264.24 7529.68 -2.159168
01540680 -4177.99 -6264.74 7529.53 -2.159190
01540740 -4178.66 -6265.67 7531.83 -2.158955
01540800 -4178.27 -6265.10 7531.97 -2.158889
01540860 -4178.25 -6266.79 7533.52 -2.158842
01540920 -4178.36 -6266.40 7531.51 -2.159023
01540980 -4177.92 -6265.31 7530.87 -2.158942
01541040 -4177.52 -6266.65 7529.32 -2.158597
01541100 -4177.69 -6267.74 7530.69 -2.158950
01541160 -4177.48 -6266.83 7531.89 -2.158884
01541220 -4177.35 -6267.99 7530.94 -2.158623
01541280 -4176.34 -6266.92 7531.29 -2.158590
01541340 -4176.84 -6267.92 7531.12 -2.158530
01541400 -4177.04 -6267.22 7532.45 -2.158513
01541460 -4176.78 -6267.77 7533.22 -2.158567
01541520 -4175.56 -6267.10 7533.02 -2.158474
01541580 -4175.99 -6267.57 7529.91 -2.158484
01541640 -4175.45 -6269.89 7532.99 -2.158322
01541700 -4175.04 -6270.28 7533.30 -2.158243
01541760 -4174.71 -6269.85 7531.69 -2.158172
01541820 -4174.40 -6269.79 7532.98 -2.158140
01541880 -4173.74 -6271.59 7534.04 -2.157926
01541940 -4173.82 -6271.91 7531.61 -2.158041
01542000 -4173.04 -6271.80 7533.57 -2.157880
01542060 -4173.07 -6272.66 7535.04 -2.157643
01542120 -4172.35 -6274.16 7536.05 -2.157648
01542180 -4172.70 -6274.27 7535.39 -2.157510
01542240 -4171.17 -6274.22 7532.22 -2.157567
01542300 -4171.03 -6275.71 7534.43 -2.157314
01542360 -4170.31 -6276.11 7534.38 -2.157317
01542420 -4169.92 -6276.27 7536.85 -2.157430
01542480 -4169.89 -6276.60 7536.49 -2.157165
01542540 -4168.93 -6278.92 7534.35 -2.157078
01542600 -4168.30 -6277.04 7533.28 -2.157245
01542660 -4168.43 -6277.56 7535.51 -2.156864
01542720 -4167.64 -6278.44 7536.00 -2.156697
01542780 -4167.47 -6279.11 7536.25 -2.156600
01542840 -4167.01 -6279.61 7536.06 -2.156652
01542900 -4166.16 -6280.31 7536.81 -2.156555
01542960 -4166.70 -6280.67 7537.16 -2.156376
01543020 -4165.36 -6281.66 7536.06 -2.156279
01543080 -4164.42 -6282.43 7538.34 -2.156161
01543140 -4164.81 -6282.05 7537.62 -2.156089
01543200 -4163.95 -6282.98 7536.87 -2.156067
01543260 -4164.48 -6284.49 7539.22 -2.156207
01543320 -4163.88 -6284.62 7538.67 -2.156130
01543380 -4164.43 -6285.53 7539.63 -2.155795
01543440 -4165.50 -6286.73 7539.41 -2.155830
01543500 -4164.33 -6286.62 7542.49 -2.155606
01543560 -4164.62 -6288.04 7542.67 -2.155708
01543620 -4164.52 -6288.47 7542.74 -2.155748
01543680 -4164.86 -6289.08 7542.16 -2.155783
01543740 -4164.60 -6289.92 7542.24 -2.155673
01543800 -4163.55 -6290.64 7543.61 -2.155869
01543860 -4165.06 -6291.03 7546.79 -2.155728
01543920 -4164.94 -6291.67 7546.20 -2.155303
01543980 -4166.50 -6291.68 7546.41 -2.155605
01544040 -4166.50 -6293.58 7547.67 -2.155495
01544100 -4165.34 -6293.46 7547.61 -2.155513
01544160 -4167.07 -6295.57 7548.88 -2.155448
01544220 -4165.90 -6294.56 7548.44 -2.155426
01544280 -4166.30 -6295.52 7551.59 -2.155319
01544340 -4166.99 -6296.66 7551.34 -2.155553
01544400 -4165.69 -6297.55 7553.39 -2.155314
01544460 -4166.14 -6297.60 7550.67 -2.155530
01544520 -4167.34 -6298.71 7552.04 -2.155201
01544580 -4166.29 -6299.46 7552.86 -2.155172
01544640 -4167.12 -6300.23 7554.93 -2.155090
01544700 -4166.97 -6300.53 7553.75 -2.155199
01544760 -4166.75 -6302.17 7552.91 -2.155081
01544820 -4167.04 -6301.33 7556.50 -2.154852
01544880 -4166.07 -6301.73 7557.20 -2.155099
01544940 -4167.61 -6303.28 7557.03 -2.155000
01545000 -4167.81 -6305.29 7557.59 -2.155039
01545060 -4167.39 -6305.63 7557.46 -2.154766
01545120 -4168.85 -6306.81 7558.43 -2.154794
01545180 -4167.30 -6306.75 7559.18 -2.154913
01545240 -4167.30 -6308.60 7561.43 -2.154647
01545300 -4169.04 -6308.47 7562.69 -2.154450
01545360 -4166.55 -6308.88 7561.19 -2.154614
01545420 -4167.50 -6310.44 7559.78 -2.154392
01545480 -4167.56 -6311.15 7564.18 -2.154511
01545540 -4167.87 -6310.88 7563.62 -2.154334
01545600 -4166.65 -6312.36 7565.30 -2.154173
01545660 -4167.05 -6312.83 7563.84 -2.154205
01545720 -4167.14 -6313.84 7564.94 -2.154074
01545780 -4166.61 -6315.81 7565.84 -2.153909
01545840 -4167.77 -6314.89 7567.36 -2.154208
01545900 -4166.95 -6316.33 7566.71 -2.154029
01545960 -4166.53 -6318.12 7568.00 -2.153808
01546020 -4166.77 -6318.38 7567.98 -2.154050
01546080 -4167.46 -6318.53 7570.27 -2.153881
01546140 -4167.39 -6319.84 7568.90 -2.153791
01546200 -4166.67 -6319.86 7570.93 -2.153675
01546260 -4166.81 -6320.57 7571.12 -2.153685
01546320 -4167.62 -6321.77 7570.94 -2.153707
01546380 -4166.83 -6323.21 7572.93 -2.153428
01546440 -4167.42 -6322.67 7572.05 -2.153606
01546500 -4166.75 -6324.25 7574.38 -2.153465
01546560 -4166.49 -6324.66 7573.80 -2.153398
01546620 -4166.74 -6325.42 7574.08 -2.153373
01546680 -4166.68 -6326.52 7574.70 -2.153184
01546740 -4166.97 -6327.17 7575.44 -2.153245
01546800 -4167.18 -6328.00 7577.06 -2.153152
01546860 -4167.91 -6328.76 7575.32 -2.153083
01546920 -4166.98 -6329.26 7577.40 -2.153067
01546980 -4165.82 -6329.88 7578.00 -2.153087
01547040 -4166.15 -6330.88 7578.30 -2.152700
01547100 -4167.69 -6330.55 7578.93 -2.153104
01547160 -4166.89 -6332.48 7579.12 -2.152657
01547220 -4166.47 -6332.06 7578.37 -2.152802
01547280 -4166.57 -6333.49 7582.09 -2.152612
01547340 -4166.93 -6334.60 7581.95 -2.152635
01547400 -4167.21 -6335.22 7581.92 -2.152533
01547460 -4166.61 -6336.18 7582.29 -2.152471
01547520 -4167.31 -6336.71 7583.97 -2.152448
01547580 -4166.47 -6338.12 7586.20 -2.152470
01547640 -4166.48 -6338.31 7584.49 -2.152315
01547700 -4166.58 -6338.46 7584.21 -2.152230
01547760 -4166.56 -6338.55 7585.00 -2.152388
01547820 -4166.83 -6341.08 7585.10 -2.152299
01547880 -4165.62 -6340.53 7589.13 -2.152170
01547940 -4166.96 -6342.04 7587.14 -2.152176
01548000 -4165.95 -6341.99 7588.99 -2.151973
01548060 -4166.38 -6343.27 7589.56 -2.151920
01548120 -4166.30 -6344.43 7589.91 -2.151960
01548180 -4166.75 -6344.54 7590.77 -2.151986
01548240 -4165.72 -6346.44 7591.74 -2.151827
01548300 -4167.22 -6346.05 7592.12 -2.151818
01548360 -4165.56 -6347.42 7592.22 -2.151805
01548420 -4166.92 -6347.83 7592.72 -2.151339
01548480 -4165.27 -6349.07 7594.37 -2.151497
01548540 -4165.75 -6349.46 7592.57 -2.151472
01548600 -4165.70 -6349.30 7595.29 -2.151431
01548660 -4165.65 -6351.21 7595.54 -2.151385
01548720 -4165.77 -6351.17 7595.52 -2.151351
01548780 -4165.39 -6352.92 7595.69 -2.151321
01548840 -4166.14 -6353.22 7597.10 -2.151247
01548900 -4166.32 -6354.19 7597.00 -2.151193
01548960 -4166.31 -6354.22 7596.10 -2.151020
01549020 -4165.16 -6355.14 7597.83 -2.151059
01549080 -4165.00 -6355.80 7598.84 -2.150888
01549140 -4164.97 -6356.72 7600.00 -2.150953
01549200 -4164.25 -6357.83 7601.14 -2.150704
01549260 -4164.95 -6358.12 7600.80 -2.150678
01549320 -4164.18 -6358.72 7600.85 -2.150804
01549380 -4164.57 -6360.17 7600.43 -2.150485
01549440 -4163.30 -6361.00 7600.41 -2.150276
01549500 -4163.82 -6359.39 7600.66 -2.150161
01549560 -4162.58 -6361.30 7601.45 -2.150390
01549620 -4161.78 -6362.40 7602.35 -2.150224
01549680 -4162.07 -6362.88 7602.88 -2.150019
01549740 -4161.53 -6363.02 7605.12 -2.149893
01549800 -4161.17 -6363.92 7604.15 -2.150003
01549860 -4160.21 -6365.39 7604.21 -2.150035
01549920 -4159.72 -6366.18 7603.80 -2.149653
01549980 -4159.69 -6366.59 7604.38 -2.149616
01550040 -4158.94 -6367.12 7604.18 -2.149450
01550100 -4159.39 -6366.48 7607.13 -2.149456
01550160 -4159.52 -6367.61 7605.26 -2.149443
01550220 -4158.82 -6368.02 7605.36 -2.149304
01550280 -4157.22 -6369.14 7605.35 -2.149104
01550340 -4157.51 -6370.04 7606.06 -2.149026
01550400 -4157.15 -6370.36 7608.39 -2.148959
01550460 -4156.86 -6371.63 7608.52 -2.149030
01550520 -4156.66 -6371.49 7606.81 -2.148746
01550580 -4155.95 -6371.52 7606.78 -2.148789
01550640 -4156.24 -6373.38 7609.40 -2.148700
01550700 -4155.55 -6373.80 7606.34 -2.148516
01550760 -4155.20 -6374.27 7608.55 -2.148397
01550820 -4154.24 -6374.63 7608.32 -2.148253
01550880 -4153.35 -6375.03 7609.75 -2.148339
01550940 -4154.39 -6375.76 7609.94 -2.148262
01551000 -4153.53 -6375.89 7609.90 -2.148292
01551060 -4153.31 -6377.18 7610.34 -2.148116
01551120 -4152.20 -6377.66 7611.47 -2.147789
01551180 -4152.42 -6378.55 7609.54 -2.147912
01551240 -4152.00 -6378.79 7609.62 -2.147922
01551300 -4151.29 -6379.52 7612.91 -2.147650
01551360 -4151.18 -6380.98 7611.51 -2.147421
01551420 -4150.25 -6381.04 7614.76 -2.147550
01551480 -4150.09 -6382.18 7613.60 -2.147196
01551540 -4149.77 -6382.35 7614.10 -2.147157
01551600 -4149.99 -6383.27 7612.09 -2.147288
01551660 -4149.66 -6383.30 7614.15 -2.147239
01551720 -4147.61 -6383.95 7613.62 -2.147239
01551780 -4147.57 -6385.50 7613.77 -2.147005
01551840 -4148.08 -6385.90 7613.42 -2.146995
01551900 -4147.20 -6386.55 7616.72 -2.146748
01551960 -4147.45 -6386.84 7614.68 -2.146656
01552020 -4146.26 -6387.81 7616.60 -2.146512
01552080 -4146.54 -6388.25 7616.47 -2.146598
01552140 -4146.81 -6388.02 7616.55 -2.146558
01552200 -4146.76 -6388.55 7616.84 -2.146130
01552260 -4145.02 -6390.25 7617.76 -2.146241
01552320 -4144.47 -6391.13 7617.49 -2.146161
01552380 -4144.65 -6390.09 7616.15 -2.145950
01552440 -4143.39 -6392.34 7616.74 -2.145982
01552500 -4143.98 -6392.69 7617.63 -2.145896
01552560 -4144.08 -6392.85 7618.21 -2.145921
01552620 -4143.36 -6393.04 7619.34 -2.145591
01552680 -4141.90 -6394.85 7616.98 -2.145662
01552740 -4142.66 -6396.11 7621.01 -2.145588
01552800 -4142.23 -6395.81 7621.03 -2.145468
01552860 -4141.21 -6396.80 7621.73 -2.145185
01552920 -4141.91 -6398.04 7621.36 -2.145297
01552980 -4141.06 -6398.88 7619.38 -2.145158
01553040 -4140.65 -6398.45 7622.99 -2.145163
01553100 -4140.24 -6399.99 7622.93 -2.145000
01553160 -4140.17 -6400.41 7623.65 -2.144891
01553220 -4140.47 -6401.51 7624.31 -2.144774
01553280 -4140.24 -6401.50 7623.44 -2.144919
01553340 -4139.60 -6403.95 7624.87 -2.144691
01553400 -4138.78 -6402.78 7624.04 -2.144608
01553460 -4139.38 -6404.19 7624.46 -2.144586
01553520 -4138.24 -6404.99 7625.07 -2.144439
01553580 -4139.41 -6405.95 7626.07 -2.144311
01553640 -4138.17 -6406.02 7627.83 -2.144461
01553700 -4138.92 -6407.38 7627.00 -2.144329
01553760 -4138.29 -6408.65 7626.87 -2.144157
01553820 -4137.83 -6408.42 7626.65 -2.144152
01553880 -4136.84 -6409.51 7627.94 -2.143889
01553940 -4137.52 -6410.60 7628.44 -2.143806
01554000 -4136.52 -6410.70 7627.94 -2.143706
01554060 -4136.62 -6411.51 7631.22 -2.143799
01554120 -4136.40 -6411.76 7631.19 -2.143627
01554180 -4135.38 -6412.66 7629.90 -2.143505
01554240 -4135.13 -6415.22 7631.79 -2.143618
01554300 -4135.77 -6414.38 7631.96 -2.143330
01554360 -4135.37 -6415.53 7632.31 -2.143377
01554420 -4134.01 -6415.37 7634.37 -2.143342
01554480 -4134.00 -6415.64 7633.77 -2.143172
01554540 -4133.59 -6416.69 7632.47 -2.142863
01554600 -4134.06 -6417.46 7632.71 -2.143057
01554660 -4133.84 -6418.41 7633.81 -2.142890
01554720 -4133.49 -6418.55 7634.50 -2.142990
01554780 -4132.65 -6420.55 7635.91 -2.142753
01554840 -4133.13 -6421.41 7635.97 -2.142571
01554900 -4132.57 -6421.84 7636.67 -2.142667
01554960 -4132.22 -6422.36 7635.64 -2.142500
01555020 -4132.08 -6421.77 7638.39 -2.142598
01555080 -4131.95 -6424.14 7636.81 -2.142415
01555140 -4131.86 -6424.62 7638.26 -2.142302
01555200 -4132.06 -6425.45 7638.11 -2.142172
01555260 -4130.72 -6426.34 7639.85 -2.142020
01555320 -4130.44 -6426.75 7639.97 -2.142027
01555380 -4130.28 -6427.59 7640.11 -2.141990
01555440 -4131.29 -6427.35 7639.25 -2.142096
01555500 -4128.89 -6429.41 7641.87 -2.141720
01555560 -4130.28 -6430.40 7643.14 -2.141695
01555620 -4128.87 -6430.50 7642.59 -2.141800
01555680 -4129.45 -6430.96 7642.75 -2.141687
01555740 -4128.19 -6431.59 7642.68 -2.141724
01555800 -4127.98 -6433.60 7643.48 -2.141403
01555860 -4128.66 -6433.75 7645.60 -2.141512
01555920 -4127.76 -6433.44 7643.25 -2.141307
01555980 -4127.99 -6435.83 7643.11 -2.141221
01556040 -4126.95 -6435.44 7645.15 -2.141093
01556100 -4128.26 -6436.31 7645.24 -2.141051
01556160 -4130.02 -6435.57 7646.45 -2.141355
01556220 -4128.58 -6436.21 7647.56 -2.141000
01556280 -4129.59 -6436.83 7649.00 -2.141339
01556340 -4130.54 -6437.32 7648.04 -2.141405
01556400 -4131.88 -6436.79 7650.61 -2.141309
01556460 -4132.12 -6437.53 7650.16 -2.141466
01556520 -4132.63 -6438.10 7648.94 -2.141419
01556580 -4133.39 -6438.53 7650.52 -2.141536
01556640 -4133.95 -6439.37 7650.63 -2.141513
01556700 -4134.57 -6437.98 7652.01 -2.141673
01556760 -4134.65 -6438.20 7653.81 -2.141668
01556820 -4135.04 -6439.89 7651.75 -2.141716
01556880 -4135.46 -6439.87 7653.83 -2.141505
01556940 -4136.75 -6440.23 7652.67 -2.141826
01557000 -4137.66 -6440.50 7655.14 -2.141933
01557060 -4138.01 -6440.77 7655.78 -2.141892
01557120 -4138.56 -6441.94 7654.38 -2.141898
01557180 -4139.33 -6441.92 7657.45 -2.141826
01557240 -4139.13 -6441.45 7657.19 -2.142015
01557300 -4140.20 -6442.64 7658.41 -2.142062
01557360 -4141.30 -6442.64 7659.05 -2.142082
01557420 -4141.08 -6442.40 7659.25 -2.141951
01557480 -4142.49 -6443.84 7659.03 -2.142164
01557540 -4144.07 -6443.35 7661.52 -2.142251
01557600 -4143.44 -6443.04 7659.93 -2.142328
01557660 -4143.84 -6444.81 7660.75 -2.142249
01557720 -4143.30 -6444.12 7661.14 -2.142295
01557780 -4144.17 -6444.82 7664.35 -2.142478
01557840 -4145.96 -6444.41 7662.34 -2.142340
01557900 -4146.25 -6444.47 7664.87 -2.142286
01557960 -4147.13 -6445.07 7663.73 -2.142586
01558020 -4146.91 -6445.02 7662.71 -2.142468
01558080 -4147.61 -6445.06 7663.09 -2.142612
01558140 -4148.11 -6444.65 7664.30 -2.142630
01558200 -4149.28 -6444.93 7664.52 -2.142824
01558260 -4148.77 -6444.84 7665.65 -2.142870
01558320 -4150.05 -6444.28 7666.75 -2.142966
01558380 -4150.02 -6443.84 7666.46 -2.143058
01558440 -4150.92 -6443.08 7665.58 -2.143101
01558500 -4151.70 -6443.66 7666.10 -2.143214
01558560 -4152.02 -6444.16 7664.75 -2.143154
01558620 -4152.24 -6444.93 7667.03 -2.143168
01558680 -4151.69 -6445.45 7665.61 -2.143121
01558740 -4152.86 -6445.68 7669.02 -2.143168
01558800 -4153.89 -6446.83 7669.11 -2.143186
01558860 -4153.61 -6447.80 7671.11 -2.143166
01558920 -4154.23 -6448.58 7670.39 -2.143248
01558980 -4154.07 -6448.97 7672.52 -2.143037
01559040 -4155.12 -6449.81 7672.77 -2.143295
01559100 -4155.16 -6450.51 7673.91 -2.142963
01559160 -4155.23 -6451.48 7672.98 -2.143043
01559220 -4157.01 -6451.27 7674.21 -2.143340
01559280 -4156.87 -6452.67 7676.45 -2.143239
01559340 -4157.05 -6452.40 7674.75 -2.143257
01559400 -4157.27 -6452.79 7677.91 -2.143256
01559460 -4158.53 -6453.03 7677.51 -2.143088
01559520 -4158.93 -6454.54 7679.09 -2.142923
01559580 -4159.03 -6455.58 7678.90 -2.142975
01559640 -4158.68 -6454.69 7677.54 -2.143218
01559700 -4157.66 -6455.56 7679.26 -2.142925
01559760 -4157.01 -6454.78 7678.26 -2.142899
01559820 -4157.22 -6455.33 7676.45 -2.142892
01559880 -4155.29 -6455.37 7676.67 -2.142901
01559940 -4154.82 -6456.19 7678.29 -2.142618
01560000 -4155.04 -6456.11 7677.19 -2.142612
01560060 -4154.37 -6456.40 7678.14 -2.142549
01560120 -4152.54 -6456.52 7677.54 -2.142427
01560180 -4153.22 -6456.53 7675.18 -2.142422
01560240 -4151.15 -6456.47 7675.82 -2.142228
01560300 -4150.89 -6455.72 7675.70 -2.142291
01560360 -4150.93 -6456.93 7675.53 -2.142318
01560420 -4150.11 -6456.20 7675.17 -2.142157
01560480 -4149.95 -6456.76 7675.52 -2.141922
01560540 -4149.27 -6456.65 7674.30 -2.141731
01560600 -4148.76 -6456.71 7675.90 -2.141794
01560660 -4147.44 -6456.49 7674.57 -2.141713
01560720 -4147.66 -6457.84 7675.13 -2.141691
01560780 -4145.02 -6456.92 7672.16 -2.141400
01560840 -4145.76 -6457.67 7672.57 -2.141595
01560900 -4145.34 -6456.96 7673.81 -2.141391
01560960 -4144.52 -6457.83 7672.91 -2.141444
01561020 -4143.90 -6457.93 7672.08 -2.141210
01561080 -4142.99 -6458.40 7672.55 -2.141246
01561140 -4141.82 -6457.12 7672.74 -2.141124
01561200 -4142.21 -6457.55 7671.31 -2.141124
01561260 -4140.68 -6458.61 7671.44 -2.141089
01561320 -4140.40 -6457.75 7671.55 -2.140806
01561380 -4140.21 -6458.56 7671.21 -2.140922
01561440 -4138.40 -6459.76 7670.28 -2.140727
01561500 -4138.48 -6458.70 7670.78 -2.140733
01561560 -4138.84 -6458.24 7672.58 -2.140618
01561620 -4137.25 -6458.04 7670.48 -2.140530
01561680 -4136.63 -6459.25 7667.13 -2.140685
01561740 -4136.44 -6458.88 7669.46 -2.140475
01561800 -4135.38 -6458.64 7668.87 -2.140147
